,Banyo Sayısı,Bina Yaşı,Brüt Metrekare,Cinsi,Dairenin Katı,Depozito,Eşya Durumu,Isıtma,Kat Sayısı,Kategori,Kullanım Durumu,Net Metrekare,Oda Sayısı,Salon Metrekare,Site İçerisinde,Takas,Türü,WC Sayısı,Yapı Durumu,Yapı Tipi,İlan Numarası,İlan Tarihi,district,county,Title,price
34741,1,4,70m,,3. Kat,-,-,Klimalı,3,Kiralık,Boş,60m,2+1,-,Hayır,Yok,Daire,1,İkinci El,Betonarme,6966114,01.02.2019,Ahatlı Mahallesi',Kepez,Antalya kepez ahatlıda kiralık 2+1 eşyalı daire no 17064,1.250 TL
34742,1,4,100m,,2. Kat,1400 TRY,-,Klimalı,4,Kiralık,Boş,96m,2+1,-,Hayır,Yok,Daire,2,İkinci El,Betonarme,6966682,01.02.2019,Liman Mahallesi',Konyaaltı,Konyaaltı limanda ayrı mutfaklı 2+1 full esyalı kiralık daire,1.400 TL
34743,1,3,65m,,Yüksek giriş,1400 TRY,-,Klimalı,4,Kiralık,Boş,60m,1+1,-,Hayır,Yok,Daire,1,İkinci El,Betonarme,6966028,01.02.2019,Liman Mahallesi',Konyaaltı,Konyaaltı limanda havuzlu 1+1 full eşyalı kiralık daire,1.400 TL
34744,1,11-20,165m,,3. Kat,1000 TRY,-,Sobalı,3,Kiralık,Boş,150m,3+1,-,Hayır,-,Daire,-,-,-,6963873,01.02.2019,A. Hisar Mahallesi',Manavgat,Manavgat aşağıhisar da merkezi konumda 3+1 kiralık daire,1.000 TL
34745,1,3,140m,,3. Kat,850 TRY,-,Klimalı,3,Kiralık,Boş,120m,3+1,25 m,Hayır,Yok,Daire,2,İkinci El,Betonarme,6966151,01.02.2019,Ahatlı Mahallesi',Kepez,Antalya kepez ahatlı mah de 120 m2 3+1 katta daire,850 TL
34746,1,5-10,75m,,2. Kat,-,-,Klimalı,3,Kiralık,Boş,70m,2+1,-,Hayır,-,Daire,1,Sıfır,Betonarme,6967737,01.02.2019,Gülveren Mahallesi',Kepez,Gülveren  ümiversite  karşısı  her  oda  klima  balkon  geniş  2+,800 TL
34747,1,3,120m,,2. Kat,-,-,Sobalı,3,Kiralık,Boş,110m,3+1,-,Hayır,-,Daire,-,-,-,6963519,02.02.2019,Sarılar Mahallesi',Manavgat,Manavgat sarılar mahallesinde 3+1 kiralık daire,650 TL
34748,1,4,145m,,Bahçe dublex,6000 TRY,Eşyalı,Klimalı,3,Kiralık,-,135m,3+1,-,Hayır,-,Daire,-,-,-,6690276,01.02.2019,Fener Mahallesi',Muratpaşa,Fener kamuda 3+1 eşyalı kiralık,2.000 TL
34749,1,4,145m,,3. Kat,1250 TRY,-,Klimalı,7,Kiralık,Boş,135m,3+1,-,Hayır,Yok,Daire,2,İkinci El,Betonarme,6948281,01.02.2019,Sarısu Mahallesi',Konyaaltı,Konyaaltı sarısu da havuzlu 3 artı 1 ayrı mutfaklı kiralık daire,1.250 TL
34750,1,11-20,100m,,Kot 1,1500 TRY,-,Klimalı,6,Kiralık,Boş,95m,2+1,35 m,Hayır,Yok,Daire,1,-,Betonarme,6967663,01.02.2019,Altınkum Mahallesi',Konyaaltı,Konyaalti altinkumda 2+1 1 kat esyali daire,1.300 TL
34751,1,4,100m,,2. Kat,1600 TRY,-,Klimalı,4,Kiralık,Boş,96m,2+1,-,Hayır,-,Daire,-,-,-,6966911,01.02.2019,Hurma Mahallesi',Konyaaltı,Konyaaltı hurmada 2+1 full eşyalı havuzlu kiralık daire,1.600 TL
34752,1,0 (Yeni),90m,,5. Kat,-,-,Klimalı,5,Kiralık,Boş,85m,2+1,-,Hayır,-,Daire,1,Sıfır,Betonarme,6961904,02.02.2019,Kestel Mahallesi',Alanya,Kestel  kiralık  2+1  site  içi  kat  5  aidat  içinde  1250  tl,1.250 TL
34753,1,2,60m,,3. Kat,-,-,Klimalı,3,Kiralık,Boş,50m,1+1,-,Hayır,Yok,Daire,1,İkinci El,Betonarme,6966201,01.02.2019,Kültür Mahallesi',Kepez,Antalya kepez kültürde kiralık 1+1 eşyalı daire no 17298,900 TL
34754,1,2,75m,,2. Kat,-,Eşyalı,Klimalı,12,Kiralık,Boş,70m,1+1,-,Hayır,-,Daire,1,Sıfır,Betonarme,6965637,01.02.2019,Mahmutlar Mahallesi',Alanya,Mahmutlarda kiralık 1+1 full süper lüx eşyalı residence dairesi,1.700 TL
34755,1,11-20,100m,,1. Kat,900 TRY,-,Klimalı,5,Kiralık,Boş,88m,2+1,-,Hayır,-,Daire,-,-,-,6962609,02.02.2019,Varlık Mahallesi',Muratpaşa,Teomanpaşa güllük kiralık 2+1 antalya,900 TL
34756,1,11-20,95m,,4. Kat,700 TRY,-,Isıtma yok,5,Kiralık,Boş,95m,2+1,20 m,Hayır,-,Daire,1,İkinci El,Betonarme,6964892,01.02.2019,Oba Mahallesi',Alanya,Kiralık  2+1  alanya  obagöl,700 TL
34757,1,5-10,95m,,1. Kat,-,-,Klimalı,3,Kiralık,Boş,90m,2+1,-,Hayır,-,Daire,-,-,-,6968232,31.01.2019,Güzeloba Mahallesi',Muratpaşa,Güzelobada kiralık 2+1 daire,1.200 TL
34758,1,4,50m,,3. Kat,-,-,Klimalı,3,Kiralık,Boş,45m,1+1,-,Hayır,Yok,Daire,1,İkinci El,Betonarme,6962277,01.02.2019,Gülveren Mahallesi',Kepez,Antalya kepez gülverende kiralık 1+1 eşyalı daire no 16865,950 TL
34759,1,0 (Yeni),70m,,Yüksek giriş,-,-,Klimalı,3,Kiralık,Boş,60m,2+1,-,Hayır,Yok,Daire,1,Sıfır,Betonarme,6962247,01.02.2019,Şafak Mahallesi',Kepez,Antalya kepez şafakta kiralık 2+1 giriş daire no 16723,700 TL
34760,1,0 (Yeni),70m,,Yüksek giriş,-,-,Klimalı,3,Kiralık,Boş,60m,1+1,-,Hayır,Yok,Daire,2,Sıfır,Betonarme,6962229,01.02.2019,Şafak Mahallesi',Kepez,Antalya kepez şafakta kiralık 1+1 giriş daire no 16722,700 TL
34761,1,1,120m,,5. Kat,1200 TRY,Boş,Klimalı,5,Kiralık,Boş,110m,2+1,-,Hayır,Yok,Daire,-,Sıfır,Betonarme,6962345,01.02.2019,Kestel Mahallesi',Alanya,Alanya kestelvde kiralık  dubleks  2+1,1.200 TL
34762,1,5-10,140m,,1. Kat,1250 TRY,-,Klimalı,18,Kiralık,Boş,135m,3+1,30 m,Hayır,Yok,Daire,2,İkinci El,Betonarme,6964094,31.01.2019,Ermenek Mahallesi',Muratpaşa,Ermenek kavşağında havuzlu sitede kiralık 3+1 ayrı mutfaklı daire,1.250 TL
34763,1,0 (Yeni),110m,,Yüksek giriş,650 TRY,-,Doğalgaz sobalı,3,Kiralık,Boş,105m,2+1,-,Hayır,Yok,Daire,2,Sıfır,Betonarme,6893928,01.02.2019,Kütükçü Mahallesi',Kepez,Kepez kütükçü de site içerisinde sıfır 2+1 yüksek giriş 110 m2,650 TL
34764,Yok,11-20,150m,,3. Kat,-,-,Isıtma yok,4,Kiralık,Boş,145m,3+1,-,Hayır,-,Daire,-,-,-,6900997,01.02.2019,Ulus Mahallesi',Kepez,Dokuma ulus köşe başı 150 m2 3+1 kıralık daıre,900 TL
34765,2,4,205m,,4. Kat,2750 TRY,-,Kombi Doğalgaz,4,Kiralık,Boş,190m,5+1,-,Hayır,Yok,Daire,-,İkinci El,Betonarme,6964242,01.02.2019,Hurma Mahallesi',Konyaaltı,Konyaaltı hurma kentin içinde kalabalığın dışında 5+1 ç dblx,2.750 TL
34766,3,2,200m,,4. Kat,2750 TRY,-,Kombi Doğalgaz,4,Kiralık,Boş,185m,4+1,1 m,Hayır,Yok,Daire,2,Sıfır,Betonarme,5226592,30.01.2019,Hurma Mahallesi',Konyaaltı,4+1 ayrı mutfak dogalgaz kombili 200 m2 genişlikte,2.750 TL
34767,2,2,130m,,5. Kat,1300 TRY,Boş,Klimalı,5,Kiralık,Boş,120m,3+1,-,Hayır,-,Daire,-,Sıfır,Betonarme,6962269,01.02.2019,Kestel Mahallesi',Alanya,Alanya kestel de kiralık dubleks daire,1.300 TL
34768,1,3,110m,,1. Kat,-,-,Klimalı,4,Kiralık,Boş,90m,2+1,-,Hayır,Yok,Daire,1,İkinci El,Betonarme,6962238,01.02.2019,Hurma Mahallesi',Konyaaltı,1 200 tl konyaaltı hurma mah kiralık 2+1 havuz kapalı otoparklı,1.200 TL
34769,2,5-10,181m,,5. Kat,-,Boş,Güneş Enerjisi,5,Kiralık,Boş,180m,4+1,-,Hayır,Var,Daire,2,İkinci El,Betonarme,6963381,02.02.2019,Saray Mahallesi',Alanya,Kızlarpınarı mahallesinde kale deniz manzaralı 4+1 çok geniş dair,1.500 TL
34770,1,20 ve üzeri,100m,,Yüksek giriş,2000 TRY,-,Klimalı,2,Kiralık,Boş,85m,2+1,25 m,Hayır,Yok,Daire,2,İkinci El,Betonarme,6966193,31.01.2019,Güzeloba Mahallesi',Muratpaşa,Cem parmaksız dan lara da denız manzara aradan tertemiz eşyalı,2.000 TL
34771,1,4,85m,,3. Kat,1050 TRY,-,Klimalı,4,Kiralık,Boş,80m,2+1,-,Hayır,-,Daire,1,İkinci El,Betonarme,6964511,01.02.2019,Molla Yusuf Mahallesi',Konyaaltı,Mollayusuf ta lüks sitede 2+1 kiralık daire,1.050 TL
34772,1,5-10,80m,,3. Kat,1800 TRY,-,Klimalı,8,Kiralık,Boş,70m,1+1,25 m,Hayır,Yok,Daire,1,İkinci El,Betonarme,6962785,31.01.2019,Güzeloba Mahallesi',Muratpaşa,Güzelobada kiralık orman manzaralı eşyalı 1+1 katta daire,1.800 TL
34773,1,0 (Yeni),180m,,6. Kat,1600 TRY,Boş,Klimalı,6,Kiralık,Boş,150m,4+1,25 m,Hayır,Yok,Daire,2,İkinci El,Betonarme,6967550,30.01.2019,Muratpaşa Mahallesi',Muratpaşa,şarampol cad 4+1 180m2 geniş ferah dubleks,1.600 TL
34774,2,5-10,165m,,2. Kat,1500 TRY,-,Klimalı,9,Kiralık,Boş,150m,3+1,-,Hayır,Yok,Daire,2,İkinci El,Betonarme,6939928,01.02.2019,Liman Mahallesi',Konyaaltı,Konyaaltı limanda 3+1 ayrı mutfaklı kiralık daire,1.500 TL
34775,1,4,105m,,1. Kat,1100 TRY,-,Klimalı,4,Kiralık,Boş,95m,2+1,27 m,Hayır,-,Daire,2,İkinci El,Betonarme,6966222,31.01.2019,Kızılarık Mahallesi',Muratpaşa,Kızılarık    mah  garanti  bankası  yanı  site  içeridinde  kiral,1.100 TL
34776,1,4,100m,,Yüksek giriş,500 TRY,-,Klimalı,5,Kiralık,Boş,90m,2+1,-,Hayır,-,Daire,-,-,-,6962786,01.02.2019,Varsak Karşıyaka Mahallesi',Kepez,Antalya  kepez  varsak  karşıyaka  kiralık  daire,500 TL
34777,1,5-10,60m,,2. Kat,1300 TRY,-,Klimalı,4,Kiralık,Boş,55m,1+1,-,Hayır,Yok,Daire,1,İkinci El,Betonarme,6966956,31.01.2019,Hurma Mahallesi',Konyaaltı,Palas dan hurma da ful eşyalı katta 1+1 daire,1.300 TL
34778,1,5-10,160m,,2. Kat,1600 TRY,Boş,Klimalı,8,Kiralık,Boş,150m,3+1,35 m,Hayır,Yok,Daire,2,İkinci El,Betonarme,6962498,01.02.2019,Liman Mahallesi',Konyaaltı,Konyaaltı liman mah günısılı 3+1 arakat kiralık daire,1.600 TL
34779,2,5-10,120m,,2. Kat,-,-,Klimalı,5,Kiralık,Boş,100m,2+1,-,Hayır,-,Daire,-,İkinci El,Betonarme,6963670,01.02.2019,Mahmutlar Mahallesi',Alanya,Alanay da kiralık daire,1.400 TL
34780,4,4,350m,,Villa tipi,-,-,Klimalı,3,Kiralık,Boş,300m,5+1,-,Hayır,-,Daire,-,-,-,6965324,31.01.2019,Demirtaş Mahallesi',Alanya,Demirtaşta full manzara villa,1 TL
34781,2,0 (Yeni),150m,,2. Kat,2500 TRY,-,Klimalı,4,Kiralık,Boş,145m,3+1,-,Hayır,-,Daire,-,-,-,6964785,01.02.2019,Çağlayan Mahallesi',Muratpaşa,çağlayanda 3+1 sıfır luks site icinde,2.500 TL
34782,1,4,60m,,2. Kat,-,-,Klimalı,4,Kiralık,Boş,55m,1+1,-,Hayır,Yok,Daire,1,İkinci El,Betonarme,6963516,01.02.2019,Liman Mahallesi',Konyaaltı,Liman da süper konumda eşyalı kiralık residence,1.700 TL
34783,1,4,80m,,Yüksek giriş,1500 TRY,-,Klimalı,4,Kiralık,Boş,70m,1+1,-,Hayır,-,Daire,1,İkinci El,Kagir,6966883,31.01.2019,Kuşkavağı Mahallesi',Konyaaltı,Rw deniz den kuşkavağı nda denize 100 m mesafede eşyalı 1+1 daire,1.500 TL
34784,1,11-20,85m,,Yüksek giriş,800 TRY,Boş,Klimalı,3,Kiralık,Boş,80m,2+1,-,Hayır,Yok,Daire,1,İkinci El,Betonarme,6963240,01.02.2019,Kültür Mahallesi',Kepez,Kültür mh ayrı mutfak balkonlu klimalı ünivers erasta yakını 2+1,800 TL
34785,1,4,110m,,1. Kat,-,-,Klimalı,4,Kiralık,Boş,90m,2+1,-,Hayır,Yok,Daire,1,İkinci El,Betonarme,6963572,01.02.2019,Liman Mahallesi',Konyaaltı,Liman da süper konumda eşyalı kiralık residence,1.750 TL
34786,2,5-10,115m,,4. Kat,1500 TRY,-,Klimalı,9,Kiralık,Boş,100m,2+1,-,Hayır,-,Daire,-,-,-,6962262,01.02.2019,Tosmur Mahallesi',Alanya,Alanya tosmurda eşyalı kiralık daire,1.500 TL
34787,1,1,85m,,1. Kat,1100 TRY,Boş,Klimalı,2,Kiralık,Boş,75m,2+1,25 m,Hayır,Yok,Daire,1,Sıfır,Betonarme,6966636,30.01.2019,Güzeloba Mahallesi',Muratpaşa,Güzeloba raufdenktaş caddeye 300m uzaklıkta 1 kat 2+1 kiralık,1.100 TL
34788,1,20 ve üzeri,130m,,2. Kat,1100 TRY,-,Klimalı,7,Kiralık,Boş,110m,3+1,-,Hayır,Yok,Daire,2,İkinci El,Betonarme,6964346,01.02.2019,Yükseliş Mahallesi',Kepez,Antalya dokuma yükseliş mah de  3+1,1.100 TL
34789,1,3,70m,,2. Kat,-,-,Isıtma yok,3,Kiralık,Boş,65m,1+1,-,Hayır,-,Daire,1,-,-,6963982,01.02.2019,Kültür Mahallesi',Kepez,Kültürde geniş kullanışlı balonlu katta 1+1 kiralık daire,900 TL
34790,1,11-20,90m,,1. Kat,750 TRY,Boş,Klimalı,3,Kiralık,Boş,85m,2+1,-,Hayır,Yok,Daire,1,İkinci El,Betonarme,6964135,31.01.2019,Güzeloba Mahallesi',Muratpaşa,Güzeloba örnekköy katta kiralık 2+1 ayrı mutfaklı boş daire,750 TL
34791,1,4,100m,,2. Kat,1700 TRY,-,Klimalı,4,Kiralık,Boş,96m,2+1,-,Hayır,Yok,Daire,1,İkinci El,Betonarme,6963578,01.02.2019,Liman Mahallesi',Konyaaltı,Konyaaltında 2+1 full eşyalı kiralık daire,1.700 TL
34792,1,2,50m,,1. Kat,1300 TRY,Eşyalı,Klimalı,5,Kiralık,Boş,45m,Stüdyo,-,Hayır,-,Daire,-,İkinci El,Betonarme,6962643,01.02.2019,Kestel Mahallesi',Alanya,Alanya kestel kiralı eşyalı stüdyo daire,1.300 TL
34793,1,3,100m,,2. Kat,-,-,Klimalı,4,Kiralık,Boş,90m,2+1,25 m,Hayır,Yok,Daire,2,Sıfır,Betonarme,6965805,30.01.2019,Bahçeyaka Mahallesi',Döşemealtı,Temiz full eşyalı merkeze çok yakın kiralık 2+1 diare,1.000 TL
34794,1,3,85m,,4. Kat,1350 TRY,-,Klimalı,8,Kiralık,Boş,63m,1+1,20 m,Hayır,Yok,Daire,1,İkinci El,Betonarme,6962729,31.01.2019,Güzeloba Mahallesi',Muratpaşa,Cem parmaksız dan havuz güvenlik 1+1 resıdence daire 4 kat,1.350 TL
34795,1,5-10,125m,,Yüksek giriş,1000 TRY,-,Isıtma yok,4,Kiralık,Boş,120m,2+1,20 m,Hayır,Yok,Daire,-,İkinci El,Betonarme,6963734,31.01.2019,Konuksever Mahallesi',Muratpaşa,Muratpaşa konuksever de 2+1 120m2 kiralık daire,1.000 TL
34796,1,5-10,130m,,Bahçe dublex,1500 TRY,-,Klimalı,3,Kiralık,Boş,125m,3+1,-,Hayır,-,Daire,-,-,-,6963568,31.01.2019,Pınarbaşı Mahallesi',Konyaaltı,Konyaaltı mah 3+1 125m2 15000tl kiralık ters  dublex,1.500 TL
34797,1,11-20,135m,,9. Kat,1300 TRY,Boş,Klimalı,10,Kiralık,Boş,115m,3+1,46 m,Evet,Yok,Daire,2,İkinci El,Betonarme,6964908,30.01.2019,Meydankavağı Mahallesi',Muratpaşa,Sahibinden meydankavağı nda  sahibinden kiralık site içi  3+1  ferah  daire,1.300 TL
34798,1,5-10,165m,,3. Kat,1600 TRY,-,Klimalı,4,Kiralık,Boş,150m,3+1,-,Hayır,-,Daire,-,-,-,6966003,30.01.2019,Liman Mahallesi',Konyaaltı,Liman mah  3+ 1 155 m2 kiralık daire,1.600 TL
34799,4,5-10,250m,,5. Kat,1500 TRY,-,Klimalı,5,Kiralık,Boş,240m,5+1,40 m,Hayır,Yok,Daire,3,İkinci El,Betonarme,6964218,29.01.2019,Cikcilli Mahallesi',Alanya,Alanya cikcilli de kiralık dubleks 5+1 daire 1500,1.500 TL
34800,2,11-20,160m,,2. Kat,1350 TRY,-,Klimalı,5,Kiralık,Mal Sahibi Oturuyor,145m,3+1,40 m,Hayır,Yok,Daire,1,İkinci El,Betonarme,6964595,29.01.2019,Sinan Mahallesi',Muratpaşa,şehir merkezinde çok bakımlı 3+1,1.350 TL
34801,1,3,60m,,2. Kat,2400 TRY,-,Klimalı,4,Kiralık,Boş,55m,1+1,-,Hayır,-,Daire,-,-,-,6963007,29.01.2019,Hurma Mahallesi',Konyaaltı,Liman mah de 1+1 lüks eşyalı 1300 tl,1.300 TL
34802,1,1,100m,,3. Kat,-,-,Klimalı,10,Kiralık,Boş,80m,1+1,-,Hayır,-,Daire,-,-,-,6963168,29.01.2019,Mahmutlar Mahallesi',Alanya,Mahmutlarda full esyalı kıralık genıs 1+1 daire,1.500 TL
34803,1,4,75m,,1. Kat,1500 TRY,Eşyalı,Klimalı,4,Kiralık,Boş,70m,1+1,-,Hayır,Yok,Daire,-,İkinci El,Betonarme,6972960,01.02.2019,Hurma Mahallesi',Konyaaltı,Alyans tan hurma da katta 1+1 eşyalı havuzlu daire,18.000 TL
34804,Yok,5-10,40m,,Yüksek giriş,750 TRY,-,Klimalı,5,Kiralık,Boş,40m,1+1,-,Hayır,-,Daire,-,-,-,6972597,01.02.2019,Hurma Mahallesi',Konyaaltı,Antalya konyaaltı hurma mah kiralık 1+1,750 TL
34805,1,5-10,170m,,Çatı Dubleks,1500 TRY,-,Klimalı,5,Kiralık,Boş,160m,3+1,-,Hayır,-,Daire,-,-,-,6972817,01.02.2019,Gürsu Mahallesi',Konyaaltı,Antalya konyaaltı gürsu mah kiralık kiralık 3+1 dublex,1.500 TL
34806,1,11-20,180m,,3. Kat,-,-,Klimalı,4,Kiralık,Boş,165m,3+1,-,Hayır,-,Daire,-,-,-,6968959,01.02.2019,Yeşilbahçe Mahallesi',Muratpaşa,Yeşilbahçe de geniş 3+1 kiralık daire,1.200 TL
34807,1,11-20,130m,,Yüksek giriş,500 TRY,Boş,Sobalı,3,Kiralık,Boş,115m,2+1,-,Hayır,Yok,Daire,1,Sıfır,Betonarme,6967391,01.02.2019,Hatipler Mahallesi',Manavgat,Manavgat hatipler de ata emlaktan giriş kat 2+1 kiralık daire,500 TL
34808,2,11-20,200m,,Bahçe dublex,1300 TRY,-,Klimalı,2,Kiralık,Boş,180m,4+1,-,Hayır,-,Daire,-,-,-,6919433,02.02.2019,Kemerağzı Mahallesi',Aksu,Mstakil bahceli triplex daire,1.300 TL
34809,3,2,250m,,8. Kat,1400 TRY,-,Klimalı,8,Kiralık,Boş,250m,4+1,-,Hayır,-,Daire,-,-,-,6960253,01.02.2019,Mahmutlar Mahallesi',Alanya,Sahibinden 4+1 duplex daire,1.400 TL
34810,1,11-20,135m,,9. Kat,-,-,Klimalı,10,Kiralık,Boş,120m,3+1,-,Evet,-,Daire,-,-,-,6960431,01.02.2019,Meydankavağı Mahallesi',Muratpaşa,Meydankavağı mah  site içi 3+1 ara kat,1.300 TL
34811,1,11-20,125m,,1. Kat,-,-,Sobalı,2,Kiralık,Boş,120m,3+1,20 m,Hayır,-,Daire,1,-,-,6958481,31.01.2019,Hatipler Mahallesi',Manavgat,Manavgat hatipler ögerde kiralık 3+1 daire,450 TL
34812,2,5-10,170m,,9. Kat,1500 TRY,-,Klimalı,9,Kiralık,Boş,170m,3+1,45 m,Hayır,Yok,Daire,3,İkinci El,Betonarme,5018481,01.02.2019,Kemerağzı Mahallesi',Aksu,Kundu lara acısu sitesinde deniz manzaralı kiralık 3+1-daireler,1.500 TL
34813,1,11-20,85m,,1. Kat,-,-,Klimalı,3,Kiralık,Mal Sahibi Oturuyor,75m,2+1,-,Hayır,-,Daire,-,-,-,6957378,01.02.2019,Fener Mahallesi',Muratpaşa,Fener kamuda ara kat eşyalı 2+1,2.200 TL
34814,1,5-10,150m,,3. Kat,1350 TRY,-,Klimalı,4,Kiralık,Boş,140m,3+1,30 m,Hayır,Yok,Daire,2,İkinci El,Betonarme,6954008,02.02.2019,Arapsuyu Mahallesi',Konyaaltı,Konyaaltı  arapsuyu mah  de  3+1 ara katta daire,1.350 TL
34815,1,5-10,118m,,4. Kat,-,-,Sobalı,4,Kiralık,Boş,110m,2+1,-,Hayır,-,Daire,-,-,-,6954617,02.02.2019,Bahçelievler Mahallesi',Manavgat,Manavgat bahçelievler mahallesinde 2+1 kiralık daire,800 TL
34816,1,2,75m,,3. Kat,-,-,Sobalı,3,Kiralık,Boş,70m,1+1,-,Hayır,-,Daire,-,-,-,6954416,02.02.2019,Çeltikçi Mahallesi',Manavgat,Celtikci mahallesinde universiteye yakin esyali 1+1 daire,550 TL
34817,1,5-10,145m,,4. Kat,-,-,Klimalı,4,Kiralık,Boş,140m,2+1,-,Hayır,-,Daire,-,-,-,6954765,02.02.2019,Side Mahallesi',Manavgat,Sidede deniz manzarali tertemiz mustakil 2+1 kiralik daire,2.700 TL
34818,2,0 (Yeni),85m,,Bahçe dublex,1100 TRY,-,Klimalı,4,Kiralık,Boş,70m,2+1,20 m,Hayır,-,Daire,2,Sıfır,Betonarme,6951656,02.02.2019,Toros Mahallesi',Konyaaltı,Pinarbasinda 5m migrosa yakin üniversiteye yakın 2+1 daire,1.100 TL
34819,2,5-10,115m,,2. Kat,-,-,Klimalı,5,Kiralık,-,110m,2+1,-,Hayır,-,Daire,2,İkinci El,Betonarme,6952448,02.02.2019,Mahmutlar Mahallesi',Alanya,Mahmutlar  merkezde  kullanışlı  uygun  ayrı  mutfak  2+1    dair,750 TL
34820,2,5-10,165m,,6. Kat,-,-,Kombi Doğalgaz,10,Kiralık,Kiracı Oturuyor,140m,3+1,-,Evet,-,Daire,-,-,-,6949595,01.02.2019,Fener Mahallesi',Muratpaşa,Fener de lara nın göbeğinde lux eşyalı 3+1 daire,3.000 TL
34821,1,3,65m,,2. Kat,-,-,Klimalı,4,Kiralık,Boş,55m,1+1,-,Hayır,-,Daire,-,-,-,6885626,01.02.2019,Hurma Mahallesi',Konyaaltı,1+1 eşyalı kiralık daireler,40 TL
34822,1,3,60m,,Düz giriş,-,-,Klimalı,4,Kiralık,Boş,55m,1+1,-,Hayır,-,Daire,-,-,-,6937172,01.02.2019,Hurma Mahallesi',Konyaaltı,Site içinde 1000 tl ye kiralık 1+1,1.000 TL
34823,1,1,100m,,Kot 1,900 TRY,-,Klimalı,3,Kiralık,Boş,100m,2+1,-,Hayır,-,Daire,-,-,-,6597867,02.02.2019,Emek Mahallesi',Manavgat,öğrenciye kiralık eşyalı daireler bulunur sıfır esyalı,900 TL
34824,-,-,170m,,-,1000 TRY,-,-,3,Kiralık,-,155m,-,-,Hayır,-,Daire,-,-,-,6948042,01.02.2019,Ayanoğlu Mahallesi',Kepez,Antalya kepez ayanoglu mah 160m2 tek daıre üzeri 3+1,700 TL
34825,1,0 (Yeni),75m,,2. Kat,-,-,Klimalı,4,Kiralık,Boş,65m,1+1,-,Hayır,-,Daire,-,Sıfır,Betonarme,6948429,01.02.2019,Liman Mahallesi',Konyaaltı,Bilge den limanda sıfır havuzlu 1+1,1.000 TL
34826,1,20 ve üzeri,50m,,Düz giriş,-,-,Klimalı,3,Kiralık,Boş,45m,1,-,Hayır,-,Daire,-,-,-,6946640,01.02.2019,Şirinyalı Mahallesi',Muratpaşa,Eşyalı medical park karşısı kiralık,850 TL
34827,-,-,85m,,-,-,-,-,3,Kiralık,-,85m,-,-,Hayır,-,Daire,-,-,-,6945443,02.02.2019,Side Mahallesi',Manavgat,Burak emlak tan kiralık daire,1.500 TL
34828,1,11-20,145m,,1. Kat,1000 TRY,-,Klimalı,3,Kiralık,Boş,130m,3+1,-,Hayır,-,Daire,-,-,-,6943125,02.02.2019,Örnek Mahallesi',Manavgat,Manavgat örnek mahallesinde geniş 3+1daire,1.000 TL
34829,1,5-10,160m,,7. Kat,2000 TRY,-,Kombi Doğalgaz,8,Kiralık,Boş,145m,3+1,30 m,Hayır,-,Daire,1,İkinci El,Betonarme,6941572,02.02.2019,Uncalı Mahallesi',Konyaaltı,Uncalıda havuzlu site içi d kombili  3+1ayrı mutfaklı daire,2.000 TL
34830,1,11-20,130m,,1. Kat,600 TRY,-,Sobalı,2,Kiralık,Boş,100m,3+1,-,Hayır,-,Daire,-,-,-,6941628,01.02.2019,Hatipler Mahallesi',Manavgat,Manavgat hatipler de öğer tour arkasında 3+1 kiralık daire,600 TL
34831,1,11-20,130m,,Düz giriş,750 TRY,-,Klimalı,2,Kiralık,Boş,120m,2+1,-,Hayır,-,Daire,-,-,-,6939746,01.02.2019,Aydınevler Mahallesi',Manavgat,Aydın evlerde ata emlaktan 2+1 temiz kiralık daire,750 TL
34832,1,11-20,120m,,2. Kat,800 TRY,-,Klimalı,4,Kiralık,Boş,110m,2+1,-,Hayır,-,Daire,-,-,-,6939873,01.02.2019,Aydınevler Mahallesi',Manavgat,Ata emlakdan manavgat aydınevlerde 2+1 aileye kiralık daire,800 TL
34833,2,5-10,100m,,7. Kat,1750 TRY,-,Klimalı,11,Kiralık,Boş,85m,2+1,-,Hayır,Yok,Daire,1,İkinci El,Betonarme,6935573,01.02.2019,Şirinyalı Mahallesi',Muratpaşa,Atilla güler den şirinyalı da kiralık 2+1,2.000 TL
34834,1,5-10,170m,,6. Kat,-,Boş,Klimalı,8,Kiralık,Boş,160m,3+1,-,Hayır,-,Daire,1,-,Betonarme,6936656,01.02.2019,Hurma Mahallesi',Konyaaltı,Hurma da 3+1 arakat 160m2 ayrı mutfaklı site içinde,1.400 TL
34835,2,0 (Yeni),120m,,Yüksek giriş,1250 TRY,-,Klimalı,4,Kiralık,Boş,100m,3+1,20 m,Hayır,-,Daire,1,Sıfır,Betonarme,6918103,02.02.2019,Pınarbaşı Mahallesi',Konyaaltı,Pınarbaşında açık mutfaklı 3+1sıfır ters dublex,1.250 TL
34836,1,11-20,95m,,3. Kat,900 TRY,-,Klimalı,3,Kiralık,Boş,85m,2+1,-,Hayır,-,Daire,-,-,-,6937379,01.02.2019,Side Mahallesi',Manavgat,Manavgat side cennetler de 2+1 temiz kiralık dare,900 TL
